id,customer_name,sentiment,csat_score,date,reason,customer_city,customer_state,channel,response_time,call_duration_mins,center_city,center_state,customer_state_abbrev,month,day
GJA-92351762-Y-204765-Z8,Jabez McPaik,Very Positive,10.0,2020-10-21,Service Outage,Sacramento,California,Chatbot,Above SLA,26,Los Angeles,California,CA,10,21
FMV-45433920-a-456673-iu,Chalmers Hallgath,Very Positive,9.0,2020-10-21,Payments,West Palm Beach,Florida,Call-Center,Below SLA,17,Los Angeles,California,FL,10,21
JXC-11828257-o-869551-Yh,Martha Heyns,Very Positive,10.0,2020-10-21,Billing Question,Fort Worth,Texas,Chatbot,Within SLA,16,Baltimore,Maryland,TX,10,21
ZOO-95330233-T-316927-Iu,Elsie Bafford,Negative,5.0,2020-10-21,Billing Question,Montgomery,Alabama,Web,Below SLA,36,Baltimore,Maryland,AL,10,21
DVE-68146947-9-589232-Un,Emilia Springer,Neutral,6.0,2020-10-21,Billing Question,Columbus,Ohio,Call-Center,Within SLA,6,Chicago,Illinois,OH,10,21
RID-54485036-R-424722-fG,Sol Dufton,Neutral,6.0,2020-10-21,Billing Question,Virginia Beach,Virginia,Call-Center,Within SLA,32,Chicago,Illinois,VA,10,21
PSS-31009872-O-230345-ks,Netty Haskell,Negative,4.0,2020-10-21,Billing Question,Columbus,Georgia,Email,Above SLA,26,Baltimore,Maryland,GA,10,21
FSF-22825667-u-864423-26,Sheff Hunstone,Positive,8.0,2020-10-21,Billing Question,Chicago,Illinois,Chatbot,Within SLA,8,Baltimore,Maryland,IL,10,21
JDF-76128244-9-209245-bG,Otho Timpany,Positive,8.0,2020-10-21,Billing Question,Nashville,Tennessee,Call-Center,Within SLA,25,Baltimore,Maryland,TN,10,21
TTD-46128885-p-510350-hV,Filberto Basham,Very Negative,2.0,2020-10-21,Billing Question,Washington,District of Columbia,Email,Above SLA,12,Baltimore,Maryland,,10,21
BLN-09582619-L-961264-8H,Juditha Cawthorn,Very Negative,2.0,2020-10-21,Billing Question,Chandler,Arizona,Call-Center,Within SLA,23,Baltimore,Maryland,AZ,10,21
EPL-80697435-K-507000-EU,Rosemary Mc-Kerley,Very Negative,2.0,2020-10-21,Billing Question,Lincoln,Nebraska,Call-Center,Within SLA,23,Los Angeles,California,NE,10,21
WAG-52225633-W-229788-zt,Carmelita Scarse,Negative,4.0,2020-10-21,Billing Question,San Jose,California,Call-Center,Below SLA,12,Los Angeles,California,CA,10,21
ZQJ-18205660-F-060851-gm,Emelda Elson,Negative,5.0,2020-10-21,Billing Question,Reno,Nevada,Call-Center,Below SLA,40,Los Angeles,California,NV,10,21
XCD-69200046-W-604642-PY,Patti Maciocia,Very Positive,9.0,2020-10-21,Billing Question,Fort Wayne,Indiana,Web,Within SLA,22,Chicago,Illinois,IN,10,21
AWZ-04553165-8-902369-8i,Doria Onge,Negative,6.0,2020-10-21,Billing Question,Lafayette,Louisiana,Call-Center,Within SLA,35,Los Angeles,California,LA,10,21
NPW-10492938-t-912831-rY,Catie Vickress,Negative,4.0,2020-10-21,Billing Question,Stockton,California,Email,Within SLA,26,Baltimore,Maryland,CA,10,21
GDY-43083495-5-871182-Ow,Edeline Raddish,Very Negative,1.0,2020-10-21,Service Outage,Bethesda,Maryland,Chatbot,Within SLA,39,Los Angeles,California,MD,10,21
SAY-56334782-X-492268-NO,Lexi Embra,Neutral,5.0,2020-10-21,Billing Question,Albuquerque,New Mexico,Email,Within SLA,14,Los Angeles,California,NM,10,21
XTO-43629828-X-658595-dN,Zarah Le Provest,Negative,5.0,2020-10-21,Billing Question,Petaluma,California,Chatbot,Within SLA,17,Baltimore,Maryland,CA,10,21
KUQ-78336843-u-270505-W7,Wilburt Topham,Positive,8.0,2020-10-21,Billing Question,Dallas,Texas,Chatbot,Below SLA,6,Baltimore,Maryland,TX,10,21
RRZ-25353081-d-306030-RK,Mady Hinze,Very Negative,2.0,2020-10-21,Payments,Oakland,California,Call-Center,Below SLA,26,Baltimore,Maryland,CA,10,21
PFD-35320483-Q-761050-ZS,Andrey Girhard,Neutral,7.0,2020-10-21,Service Outage,Fresno,California,Email,Below SLA,34,Los Angeles,California,CA,10,21
AEY-56174170-8-929904-uy,Mel Emloch,Very Negative,2.0,2020-10-21,Billing Question,Sioux Falls,South Dakota,Chatbot,Within SLA,36,Los Angeles,California,SD,10,21
GBF-72465641-d-516313-WK,Shelagh Washington,Very Negative,1.0,2020-10-21,Billing Question,Salt Lake City,Utah,Chatbot,Within SLA,34,Baltimore,Maryland,UT,10,21
LHU-26465431-O-154994-Xf,West Scurlock,Positive,8.0,2020-10-21,Service Outage,Clearwater,Florida,Chatbot,Within SLA,35,Chicago,Illinois,FL,10,21
CXB-76816128-m-006805-Vi,Clementina Ginglell,Very Negative,2.0,2020-10-21,Payments,Indianapolis,Indiana,Call-Center,Within SLA,18,Denver,Colorado,IN,10,21
KXN-33058770-o-610401-08,Aveline De Lisle,Negative,5.0,2020-10-21,Payments,Saint Louis,Missouri,Call-Center,Within SLA,43,Baltimore,Maryland,MO,10,21
NBB-35919310-T-655951-Ke,Frants MacGuffie,Very Positive,9.0,2020-10-21,Billing Question,Amarillo,Texas,Email,Above SLA,11,Los Angeles,California,TX,10,21
BJF-70129741-v-591351-E1,Lissa Isham,Very Positive,9.0,2020-10-21,Billing Question,Orlando,Florida,Chatbot,Below SLA,45,Chicago,Illinois,FL,10,21
UFC-63263851-e-233259-Sk,Karalynn Plewright,Negative,5.0,2020-10-21,Billing Question,Plano,Texas,Email,Below SLA,6,Chicago,Illinois,TX,10,21
CVB-09147813-z-442326-yk,Henri Huot,Very Negative,3.0,2020-10-21,Service Outage,Knoxville,Tennessee,Web,Below SLA,7,Los Angeles,California,TN,10,21
MHK-25582496-W-979792-jy,Abran Archley,Negative,5.0,2020-10-21,Billing Question,New York City,New York,Chatbot,Within SLA,39,Baltimore,Maryland,NY,10,21
GKQ-32377131-Y-680219-1R,Jake Billie,Negative,5.0,2020-10-21,Service Outage,Cincinnati,Ohio,Email,Within SLA,41,Chicago,Illinois,OH,10,21
NBQ-08749485-j-941765-Y5,Emma Maccaddie,Negative,5.0,2020-10-21,Billing Question,Portsmouth,New Hampshire,Chatbot,Below SLA,25,Los Angeles,California,NH,10,21
PMO-84771437-P-823184-GL,Peyter Edwick,Neutral,7.0,2020-10-21,Billing Question,Green Bay,Wisconsin,Email,Below SLA,11,Baltimore,Maryland,WI,10,21
ISP-61484944-d-830909-IB,Annie Lamkin,Very Positive,10.0,2020-10-21,Billing Question,Dallas,Texas,Web,Below SLA,41,Baltimore,Maryland,TX,10,21
YEA-88919470-H-830002-4O,Kamillah Clymo,Negative,5.0,2020-10-21,Billing Question,Washington,District of Columbia,Email,Within SLA,18,Baltimore,Maryland,,10,21
CCN-35255910-a-047188-x9,Thea Rugg,Neutral,5.0,2020-10-21,Billing Question,Ocala,Florida,Chatbot,Within SLA,43,Chicago,Illinois,FL,10,21
RWS-86464932-o-890796-pj,Ricky Polding,Very Positive,10.0,2020-10-21,Billing Question,Charleston,South Carolina,Call-Center,Within SLA,19,Los Angeles,California,SC,10,21
MQW-91557066-T-974549-jb,Talya Kensley,Negative,5.0,2020-10-21,Billing Question,New York City,New York,Call-Center,Within SLA,23,Los Angeles,California,NY,10,21
HND-11236433-f-598759-kA,Cary Alekhov,Negative,6.0,2020-10-21,Billing Question,Newark,New Jersey,Web,Within SLA,17,Los Angeles,California,NJ,10,21
RNJ-20932744-t-725198-eY,Luciano Kearsley,Negative,5.0,2020-10-21,Billing Question,Wilmington,Delaware,Web,Within SLA,35,Baltimore,Maryland,DE,10,21
HFU-40416656-p-009815-ap,Ric Winspar,Very Negative,2.0,2020-10-21,Billing Question,Lexington,Kentucky,Chatbot,Within SLA,5,Los Angeles,California,KY,10,21
HTB-56309914-b-493037-pe,Dennie Elt,Neutral,6.0,2020-10-21,Billing Question,Newton,Massachusetts,Call-Center,Within SLA,24,Chicago,Illinois,MA,10,21
QFQ-39786151-F-763629-Z3,Patrizius McGaughie,Positive,9.0,2020-10-21,Payments,Monroe,Louisiana,Call-Center,Within SLA,32,Los Angeles,California,LA,10,21
LLN-98139426-J-175836-wR,Melody Becarra,Negative,5.0,2020-10-21,Service Outage,Austin,Texas,Email,Below SLA,44,Los Angeles,California,TX,10,21
NEQ-09481222-A-672674-YO,Amye Pescott,Very Negative,2.0,2020-10-21,Billing Question,Houston,Texas,Web,Below SLA,45,Los Angeles,California,TX,10,21
VKV-60185727-8-301952-Tc,Colman Parton,Positive,8.0,2020-10-21,Billing Question,Saint Petersburg,Florida,Chatbot,Within SLA,18,Baltimore,Maryland,FL,10,21
KJZ-39367600-d-796129-pG,Tremayne Dudenie,Negative,5.0,2020-10-21,Billing Question,Washington,District of Columbia,Web,Within SLA,38,Chicago,Illinois,,10,21
NFK-80986054-1-881212-ij,Aubrey Bartle,Negative,5.0,2020-10-21,Payments,Oklahoma City,Oklahoma,Call-Center,Within SLA,43,Baltimore,Maryland,OK,10,21
PSY-77146189-v-184398-Ct,Olwen Conley,Positive,8.0,2020-10-21,Billing Question,Indianapolis,Indiana,Chatbot,Within SLA,8,Los Angeles,California,IN,10,21
YEV-17440135-8-122572-F0,Karlik Silverson,Positive,7.0,2020-10-21,Payments,Las Vegas,Nevada,Call-Center,Within SLA,17,Los Angeles,California,NV,10,21
XWS-75978974-9-984898-vI,Ferdie Wheldon,Neutral,5.0,2020-10-21,Billing Question,Fort Wayne,Indiana,Web,Within SLA,8,Baltimore,Maryland,IN,10,21
BDF-37443513-0-203612-MS,Filia Derbyshire,Very Positive,9.0,2020-10-21,Billing Question,San Luis Obispo,California,Email,Within SLA,38,Chicago,Illinois,CA,10,21
BCT-03423652-Y-638500-5I,Chico Nowland,Neutral,7.0,2020-10-21,Service Outage,El Paso,Texas,Email,Within SLA,43,Baltimore,Maryland,TX,10,21
PYG-12048669-D-375823-J0,Lissie Badini,Negative,5.0,2020-10-21,Billing Question,Denver,Colorado,Web,Within SLA,8,Los Angeles,California,CO,10,21
TTR-30244661-I-251211-X2,Aimee McNamee,Positive,8.0,2020-10-21,Billing Question,Lakeland,Florida,Web,Below SLA,7,Chicago,Illinois,FL,10,21
RFA-81230537-P-937931-lf,Leila Simonard,Neutral,7.0,2020-10-21,Service Outage,Indianapolis,Indiana,Chatbot,Within SLA,19,Los Angeles,California,IN,10,21
SRJ-73960043-d-352939-L1,Jerry Dicey,Very Negative,2.0,2020-10-21,Billing Question,Lawrenceville,Georgia,Web,Within SLA,13,Denver,Colorado,GA,10,21
CSO-33015451-M-873930-kI,Dolley Timmes,Positive,7.0,2020-10-21,Billing Question,Little Rock,Arkansas,Web,Within SLA,33,Los Angeles,California,AR,10,21
XZH-34727290-W-520373-1W,Quill Follitt,Negative,5.0,2020-10-21,Billing Question,Juneau,Alaska,Email,Below SLA,39,Denver,Colorado,AK,10,21
OZE-87478692-c-127861-m1,Ange Deschlein,Positive,8.0,2020-10-21,Billing Question,Lafayette,Louisiana,Web,Within SLA,8,Chicago,Illinois,LA,10,21
KTW-59246080-u-157854-Mt,Kimmie Berge,Negative,5.0,2020-10-21,Billing Question,Hot Springs National Park,Arkansas,Call-Center,Above SLA,40,Los Angeles,California,AR,10,21
JSX-39883403-A-556613-rt,Jacinthe Trenoweth,Positive,8.0,2020-10-21,Billing Question,Columbia,South Carolina,Email,Within SLA,40,Los Angeles,California,SC,10,21
NEW-42681973-T-027111-hT,Rad Assard,Negative,5.0,2020-10-21,Billing Question,Hamilton,Ohio,Call-Center,Within SLA,26,Los Angeles,California,OH,10,21
OIJ-80511914-Q-060987-9H,Carlina McGuffog,Negative,5.0,2020-10-21,Billing Question,Houston,Texas,Email,Above SLA,37,Baltimore,Maryland,TX,10,21
VIZ-64071732-3-130157-NF,Rici Rudgerd,Neutral,6.0,2020-10-21,Service Outage,Corpus Christi,Texas,Chatbot,Below SLA,11,Baltimore,Maryland,TX,10,21
RHN-76923195-F-531615-RF,Dar Winyard,Very Negative,2.0,2020-10-21,Service Outage,Port Saint Lucie,Florida,Chatbot,Within SLA,35,Los Angeles,California,FL,10,21
RHS-95877922-7-293520-GB,Kim Cromer,Very Positive,9.0,2020-10-21,Payments,San Jose,California,Call-Center,Within SLA,20,Los Angeles,California,CA,10,21
JJX-50391875-Z-600569-br,Guenevere Salack,Very Negative,2.0,2020-10-21,Billing Question,Honolulu,Hawaii,Web,Within SLA,22,Baltimore,Maryland,HI,10,21
OEF-71912689-g-410983-y3,Corena Rossiter,Neutral,7.0,2020-10-21,Billing Question,San Antonio,Texas,Chatbot,Above SLA,38,Los Angeles,California,TX,10,21
VYU-57450153-z-517985-3Z,Britt Ilyukhov,Very Positive,9.0,2020-10-21,Billing Question,Charleston,West Virginia,Chatbot,Below SLA,34,Los Angeles,California,WV,10,21
WUK-92741518-6-350243-gD,Sybila Sadry,Neutral,6.0,2020-10-21,Billing Question,Jacksonville,Florida,Web,Within SLA,20,Los Angeles,California,FL,10,21
OTE-25283120-o-199039-Qo,Anabel Grove,Neutral,5.0,2020-10-21,Billing Question,Young America,Minnesota,Email,Below SLA,28,Denver,Colorado,MN,10,21
TXQ-21715347-s-837964-z5,Merell Kendle,Neutral,6.0,2020-10-21,Billing Question,San Francisco,California,Call-Center,Below SLA,41,Chicago,Illinois,CA,10,21
AGU-96993389-q-904313-yg,Brady Bartot,Positive,8.0,2020-10-21,Billing Question,Oakland,California,Call-Center,Below SLA,31,Chicago,Illinois,CA,10,21
IZV-16618669-D-324890-mA,Royal Moneti,Very Negative,2.0,2020-10-21,Billing Question,Sacramento,California,Call-Center,Within SLA,32,Los Angeles,California,CA,10,21
HTP-04132856-E-015096-A9,Forbes Souley,Neutral,6.0,2020-10-21,Billing Question,Tampa,Florida,Web,Below SLA,17,Chicago,Illinois,FL,10,21
SLG-90686683-Z-112508-m9,Giuseppe Erswell,Negative,5.0,2020-10-21,Billing Question,San Angelo,Texas,Web,Above SLA,31,Baltimore,Maryland,TX,10,21
RBW-41072298-n-453464-Hp,Daffie Raye,Positive,9.0,2020-10-21,Billing Question,Meridian,Mississippi,Email,Below SLA,26,Chicago,Illinois,MS,10,21
HJL-44544467-x-616767-zo,Missie Boxell,Very Positive,9.0,2020-10-21,Billing Question,Waterbury,Connecticut,Email,Within SLA,38,Los Angeles,California,CT,10,21
LUP-30972741-d-496868-gf,Gwenette Dean,Negative,5.0,2020-10-21,Billing Question,Durham,North Carolina,Call-Center,Below SLA,38,Chicago,Illinois,NC,10,21
ABN-22372424-r-536718-gy,Francisco Wallach,Positive,8.0,2020-10-21,Payments,Kent,Washington,Call-Center,Below SLA,27,Los Angeles,California,WA,10,21
GWE-17360032-z-523600-ob,Grete Denyukin,Negative,5.0,2020-10-21,Billing Question,Santa Barbara,California,Email,Below SLA,40,Baltimore,Maryland,CA,10,21
NPL-13235360-C-439374-st,Tori Middler,Negative,3.0,2020-10-21,Service Outage,Indianapolis,Indiana,Chatbot,Below SLA,32,Los Angeles,California,IN,10,21
KKX-05718545-a-061913-Ht,Padgett Dalliwater,Negative,6.0,2020-10-21,Service Outage,Flushing,New York,Chatbot,Below SLA,12,Chicago,Illinois,NY,10,21
ELI-98500839-w-018575-9X,Glennie Ladbrooke,Positive,7.0,2020-10-21,Service Outage,Trenton,New Jersey,Chatbot,Below SLA,26,Chicago,Illinois,NJ,10,21
JIV-35625919-i-955788-hO,Anselm Ferney,Negative,5.0,2020-10-21,Billing Question,Dayton,Ohio,Chatbot,Below SLA,43,Los Angeles,California,OH,10,21
BTE-71644319-t-391067-wo,Richie Hackford,Positive,8.0,2020-10-21,Service Outage,Columbus,Ohio,Web,Within SLA,29,Chicago,Illinois,OH,10,21
LQH-25448385-V-593949-Ez,Karlik Swetenham,Very Negative,2.0,2020-10-21,Service Outage,Elizabeth,New Jersey,Email,Within SLA,44,Los Angeles,California,NJ,10,21
PZE-28802258-F-181430-w3,Minnie De Cruce,Positive,8.0,2020-10-21,Billing Question,Erie,Pennsylvania,Chatbot,Above SLA,7,Denver,Colorado,PA,10,21
FLZ-88014746-Y-603138-Gc,Jackqueline Kobpa,Neutral,6.0,2020-10-21,Billing Question,Naperville,Illinois,Chatbot,Within SLA,34,Chicago,Illinois,IL,10,21
GTP-41196414-h-187644-2L,Gloria Stuck,Neutral,6.0,2020-10-21,Service Outage,Bakersfield,California,Chatbot,Within SLA,25,Baltimore,Maryland,CA,10,21
XQM-05189607-Z-900440-4M,Del Seely,Very Negative,1.0,2020-10-21,Billing Question,Tuscaloosa,Alabama,Call-Center,Within SLA,12,Los Angeles,California,AL,10,21
IMM-47921194-L-886135-Nu,Yelena McQuarter,Neutral,6.0,2020-10-21,Billing Question,Oklahoma City,Oklahoma,Email,Below SLA,29,Los Angeles,California,OK,10,21
CON-39887100-2-301872-QO,Westleigh Boman,Negative,5.0,2020-10-21,Billing Question,Clearwater,Florida,Web,Within SLA,13,Los Angeles,California,FL,10,21
OGL-48816913-s-564958-Ox,Barthel Goodyear,Very Negative,2.0,2020-10-21,Payments,Indianapolis,Indiana,Call-Center,Within SLA,11,Los Angeles,California,IN,10,21
ZTT-57976636-r-199310-cF,Shanda Callear,Neutral,6.0,2020-10-21,Billing Question,Newark,New Jersey,Call-Center,Within SLA,43,Los Angeles,California,NJ,10,21
JEJ-25493275-x-706802-h5,Roger Rhoddie,Very Negative,2.0,2020-10-21,Service Outage,Carson City,Nevada,Email,Below SLA,25,Los Angeles,California,NV,10,21
JMP-36147445-t-625762-NL,Wallis Guinn,Negative,5.0,2020-10-21,Payments,Los Angeles,California,Call-Center,Above SLA,33,Chicago,Illinois,CA,10,21
QAP-82693822-O-832187-o2,Chad Bogays,Very Positive,9.0,2020-10-21,Payments,Tempe,Arizona,Call-Center,Below SLA,13,Los Angeles,California,AZ,10,21
GED-23047485-B-408553-GC,Baxie Gelderd,Positive,8.0,2020-10-21,Billing Question,Metairie,Louisiana,Web,Below SLA,10,Baltimore,Maryland,LA,10,21
VVW-04590312-E-858599-M2,Terri Ugolotti,Negative,5.0,2020-10-21,Billing Question,Shawnee Mission,Kansas,Web,Within SLA,10,Denver,Colorado,KS,10,21
FRS-97534058-4-223984-TY,Matilde Siddon,Very Positive,9.0,2020-10-21,Payments,Washington,District of Columbia,Call-Center,Within SLA,23,Baltimore,Maryland,,10,21
CLO-30406693-k-082946-x7,Annelise Klossmann,Neutral,6.0,2020-10-21,Service Outage,Lexington,Kentucky,Email,Below SLA,29,Chicago,Illinois,KY,10,21
ESZ-30467886-j-378561-3P,Saxe MacKnocker,Very Positive,9.0,2020-10-21,Payments,Springfield,Massachusetts,Call-Center,Within SLA,17,Denver,Colorado,MA,10,21
QAS-42318709-U-061858-32,Ermengarde Hairsine,Very Positive,9.0,2020-10-21,Billing Question,Van Nuys,California,Web,Below SLA,24,Los Angeles,California,CA,10,21
VRP-35811477-G-254336-UY,Phyllida Gilling,Positive,8.0,2020-10-21,Service Outage,Wilkes Barre,Pennsylvania,Chatbot,Above SLA,13,Los Angeles,California,PA,10,21
UIB-29100504-I-829238-lJ,Cordy Mongeot,Very Positive,9.0,2020-10-21,Billing Question,Mobile,Alabama,Call-Center,Below SLA,15,Chicago,Illinois,AL,10,21
AAH-47182806-V-056613-mt,Leonhard McPharlain,Negative,5.0,2020-10-21,Payments,Montgomery,Alabama,Call-Center,Within SLA,42,Denver,Colorado,AL,10,21
XKA-84390926-1-657126-JA,Tildi Matthewman,Neutral,6.0,2020-10-21,Billing Question,Reading,Pennsylvania,Email,Within SLA,12,Baltimore,Maryland,PA,10,21
LYW-36445262-y-930025-8N,Fabiano Melan,Very Negative,1.0,2020-10-21,Billing Question,El Paso,Texas,Call-Center,Within SLA,22,Chicago,Illinois,TX,10,21
TLN-28644260-w-496724-3c,Glenn Tweedle,Very Negative,4.0,2020-10-21,Service Outage,Miami,Florida,Chatbot,Above SLA,18,Chicago,Illinois,FL,10,21
IDH-54327479-p-944459-Jn,Erik Waything,Negative,4.0,2020-10-21,Service Outage,Morgantown,West Virginia,Email,Within SLA,37,Baltimore,Maryland,WV,10,21
MXE-63303057-l-939291-3W,Kennith Barthropp,Very Negative,2.0,2020-10-21,Billing Question,Washington,District of Columbia,Chatbot,Within SLA,8,Los Angeles,California,,10,21
QBA-88956306-Q-285072-9P,Mel Launchbury,Negative,5.0,2020-10-21,Billing Question,Philadelphia,Pennsylvania,Web,Within SLA,9,Baltimore,Maryland,PA,10,21
NPA-84935407-4-851285-c8,Rudie Trosdall,Positive,8.0,2020-10-21,Billing Question,Fort Wayne,Indiana,Web,Below SLA,10,Los Angeles,California,IN,10,21
YEL-88634070-B-199189-Zk,Elna Lightman,Negative,5.0,2020-10-21,Billing Question,Nashville,Tennessee,Chatbot,Within SLA,25,Baltimore,Maryland,TN,10,21
HNF-30090306-R-756073-X6,Devonna Buckley,Positive,8.0,2020-10-21,Billing Question,Brea,California,Chatbot,Above SLA,10,Los Angeles,California,CA,10,21
UGN-28918255-A-460989-6X,Hyacinthie Massen,Positive,8.0,2020-10-21,Billing Question,Atlanta,Georgia,Web,Within SLA,7,Baltimore,Maryland,GA,10,21
WGH-14466424-P-074303-dE,Marcille Topper,Positive,8.0,2020-10-21,Service Outage,Bakersfield,California,Chatbot,Within SLA,25,Los Angeles,California,CA,10,21
ZWD-41340166-t-589486-Nq,Yehudi Stambridge,Positive,8.0,2020-10-21,Billing Question,Miami,Florida,Call-Center,Within SLA,8,Baltimore,Maryland,FL,10,21
HJK-46848560-G-859578-wO,Savina Klos,Neutral,8.0,2020-10-21,Billing Question,High Point,North Carolina,Call-Center,Within SLA,27,Baltimore,Maryland,NC,10,21
LMU-22318250-b-329578-Zr,Lon Lowther,Negative,6.0,2020-10-21,Billing Question,Cleveland,Ohio,Call-Center,Within SLA,27,Los Angeles,California,OH,10,21
LGT-43978202-8-049481-D6,Bank Gallymore,Very Negative,2.0,2020-10-21,Service Outage,Omaha,Nebraska,Chatbot,Within SLA,20,Chicago,Illinois,NE,10,21
NPT-29599214-X-445841-or,Rutger Ravenhills,Very Positive,10.0,2020-10-21,Billing Question,Norwalk,Connecticut,Chatbot,Within SLA,6,Chicago,Illinois,CT,10,21
XHR-84627798-U-090647-HC,Lewes Langdale,Very Positive,9.0,2020-10-21,Billing Question,Washington,District of Columbia,Email,Below SLA,12,Baltimore,Maryland,,10,21
YVM-91882865-1-980794-3d,Rab Joderli,Very Positive,10.0,2020-10-21,Billing Question,Salinas,California,Call-Center,Within SLA,29,Chicago,Illinois,CA,10,21
RMP-63408550-z-663878-yR,Inesita Docker,Negative,5.0,2020-10-21,Billing Question,San Francisco,California,Call-Center,Within SLA,23,Los Angeles,California,CA,10,21
XKH-33881421-f-556176-Ol,Alli Redier,Very Positive,10.0,2020-10-21,Billing Question,Mobile,Alabama,Chatbot,Within SLA,9,Chicago,Illinois,AL,10,21
MKZ-73881644-8-827497-Uu,Lewiss Learned,Neutral,6.0,2020-10-21,Payments,Orlando,Florida,Call-Center,Within SLA,37,Los Angeles,California,FL,10,21
DRI-23836290-h-137310-0K,Corly Learoyde,Neutral,6.0,2020-10-21,Payments,Galveston,Texas,Call-Center,Within SLA,42,Los Angeles,California,TX,10,21
ZRC-45792958-U-111786-ts,Aleece Fruen,Very Negative,2.0,2020-10-21,Billing Question,Toledo,Ohio,Email,Within SLA,27,Baltimore,Maryland,OH,10,21
DCK-23560622-R-023707-MK,Rubia Adam,Neutral,6.0,2020-10-21,Payments,Atlanta,Georgia,Call-Center,Within SLA,8,Los Angeles,California,GA,10,21
IOK-97570349-3-470423-gK,Avictor Schowenburg,Very Negative,4.0,2020-10-21,Billing Question,Fort Worth,Texas,Email,Within SLA,31,Chicago,Illinois,TX,10,21
DBH-87560938-D-484087-4Y,Bernarr Boddis,Very Negative,2.0,2020-10-21,Billing Question,Winston Salem,North Carolina,Web,Within SLA,19,Baltimore,Maryland,NC,10,21
DIN-81821624-l-339860-G7,Roch Seagrove,Neutral,8.0,2020-10-21,Billing Question,Washington,District of Columbia,Call-Center,Above SLA,8,Los Angeles,California,,10,21
EKA-45504884-M-805720-01,Bridget McRuvie,Neutral,6.0,2020-10-21,Billing Question,Huntington,West Virginia,Email,Within SLA,43,Baltimore,Maryland,WV,10,21
MHU-05519382-7-849366-Kd,Hobard England,Very Negative,4.0,2020-10-21,Payments,Savannah,Georgia,Call-Center,Within SLA,31,Los Angeles,California,GA,10,21
KMH-38080962-s-196200-pp,Flss Turbern,Negative,5.0,2020-10-21,Billing Question,Albany,New York,Web,Above SLA,27,Baltimore,Maryland,NY,10,21
OVM-41931793-M-542245-Bg,Lacie Glasspoole,Very Negative,2.0,2020-10-21,Billing Question,San Diego,California,Call-Center,Within SLA,11,Los Angeles,California,CA,10,21
ATP-74882920-z-262257-YU,Keir Fulcher,Negative,4.0,2020-10-21,Billing Question,Salinas,California,Call-Center,Within SLA,9,Los Angeles,California,CA,10,21
IXU-11975933-1-928907-H4,Sergeant Indgs,Neutral,6.0,2020-10-21,Payments,El Paso,Texas,Call-Center,Below SLA,9,Los Angeles,California,TX,10,21
TKA-43097125-6-324432-eP,Belva Pales,Neutral,6.0,2020-10-21,Billing Question,Mobile,Alabama,Web,Within SLA,9,Baltimore,Maryland,AL,10,21
UKW-75595345-H-310711-sG,Ferrell Jelliman,Positive,9.0,2020-10-21,Billing Question,Saint Paul,Minnesota,Call-Center,Above SLA,24,Baltimore,Maryland,MN,10,21
KMM-97995750-3-372161-Kd,Ruy Lux,Neutral,6.0,2020-10-21,Billing Question,Denver,Colorado,Chatbot,Within SLA,27,Los Angeles,California,CO,10,21
XPC-19636891-2-741464-ho,Evered Placido,Neutral,6.0,2020-10-21,Billing Question,Charlotte,North Carolina,Call-Center,Within SLA,7,Los Angeles,California,NC,10,21
GAS-21393141-M-629934-P0,Issie Balogun,Very Negative,2.0,2020-10-21,Billing Question,Washington,District of Columbia,Call-Center,Within SLA,10,Chicago,Illinois,,10,21
BRL-75075365-R-227510-JQ,Tova Hegg,Negative,5.0,2020-10-21,Billing Question,New Orleans,Louisiana,Email,Within SLA,33,Denver,Colorado,LA,10,21
INS-18076404-b-807229-YS,Ginelle Gouldbourn,Negative,6.0,2020-10-21,Service Outage,Washington,District of Columbia,Email,Within SLA,13,Los Angeles,California,,10,21
PBW-42138074-6-528665-2G,Josepha Figg,Negative,5.0,2020-10-21,Billing Question,Waterbury,Connecticut,Email,Below SLA,9,Chicago,Illinois,CT,10,21
VJE-39400483-2-290349-qM,Antonino Toffalo,Negative,3.0,2020-10-21,Billing Question,Rochester,New York,Email,Within SLA,42,Los Angeles,California,NY,10,21
QQC-54805739-W-808821-oq,Gun Tennewell,Neutral,5.0,2020-10-21,Billing Question,Birmingham,Alabama,Call-Center,Within SLA,13,Los Angeles,California,AL,10,21
BCN-21511968-p-284096-U5,Vite Van Der Vlies,Negative,5.0,2020-10-21,Billing Question,Baltimore,Maryland,Call-Center,Within SLA,29,Chicago,Illinois,MD,10,21
CGW-15010422-U-751806-0j,Karlan Chatres,Very Negative,2.0,2020-10-21,Billing Question,Brockton,Massachusetts,Web,Within SLA,17,Los Angeles,California,MA,10,21
UXK-98201890-Z-653901-6c,Celinda Oxbe,Positive,8.0,2020-10-21,Service Outage,Lawrenceville,Georgia,Web,Within SLA,27,Baltimore,Maryland,GA,10,21
DGQ-31629069-k-350714-xc,Ania Klaessen,Neutral,6.0,2020-10-21,Service Outage,Wichita,Kansas,Email,Below SLA,21,Los Angeles,California,KS,10,21
YXB-64131333-P-082048-iB,Sansone Winfield,Very Positive,9.0,2020-10-21,Billing Question,Saint Paul,Minnesota,Chatbot,Within SLA,24,Chicago,Illinois,MN,10,21
PRU-82015025-q-459310-nS,Charmian Melbury,Positive,7.0,2020-10-21,Service Outage,Miami,Florida,Web,Within SLA,40,Chicago,Illinois,FL,10,21
